name,atco_code,easting,northing,longitude,latitude,stop_type
Willesden Junction Low Level Rail Station,9100WLSDNJL,521950,182920,-0.243268246,51.53202784,RLY
Willesden Junction Rail Station,9100WLSDJHL,521860,182970,-0.244547814,51.53249661,RLY
Willesden Junction Underground Station,9400ZZLUWJN,521879,182944,-0.244283021,51.53225885,MET
Willow Lawn (Ruislip Lido Railway),9400ZZRLWLN,508678,189251,-0.432570807,51.5916389,MET
Wimbledon Chase Rail Station,9100WIMLCHS,524310,169350,-0.214031157,51.40955837,RLY
Wimbledon Park Underground Station,9400ZZLUWIP,525237,172156,-0.199718906,51.43457253,MET
Wimbledon Rail Station,9100WDON,524810,170660,-0.206385072,51.42122187,RLY
Wimbledon Rail Station,9100WIMBLDN,524811,170660,-0.206370697,51.42122165,RLY
Wimbledon Tram Stop,9400ZZCRWMB,524850,170642,-0.205816434,51.4210513,MET
Wimbledon Underground Station,9400ZZLUWIM,524797,170658,-0.206572641,51.42120675,MET
Winchmore Hill Rail Station,9100WNMHILL,531530,194500,-0.100900159,51.63394208,RLY
Windsor & Eton Central Rail Station,9100WINDSEC,496590,176950,-0.610379868,51.48326792,RLY
Windsor & Eton Riverside Rail Station,9100WSORAER,496852,177220,-0.606533983,51.48565015,RLY
Witley Rail Station,9100WITLEY,494850,137970,-0.645782966,51.13316198,RLY
Woking Rail Station,9100WOKING,500660,158695,-0.556959621,51.31846935,RLY
Woldingham Rail Station,9100WLDNGHM,535940,156360,-0.051869629,51.29015787,RLY
Wood Green Underground Station,9400ZZLUWOG,531013,190429,-0.10988649,51.59747903,MET
Wood Lane Underground Station,9400ZZLUWLA,523310,180465,-0.22452979,51.50966939,MET
Wood Street Rail Station,9100WDST,538490,189415,-0.002405317,51.58658041,RLY
Woodford Underground Station,9400ZZLUWOF,540947,191744,0.033970478,51.60689934,MET
Woodgrange Park Rail Station,9100WDGRNPK,541850,185355,0.044423311,51.54926374,RLY
Woodmansterne Rail Station,9100WDMNSTR,528720,159385,-0.154262049,51.31902004,RLY
Woodside Park Underground Station,9400ZZLUWOP,525725,192580,-0.18541969,51.61801358,MET
Woodside Tram Stop,9400ZZCRWOD,534715,167115,-0.065361459,51.38709952,MET
Woody Bay (Ruislip Lido Railway),9400ZZRLWBY,509063,189009,-0.427090501,51.58938951,MET
Woolwich Arsenal DLR Station,9400ZZDLWLA,543749,178814,0.069126501,51.49000905,MET
Woolwich Arsenal Rail Station,9100WOLWCHA,543754,178803,0.069193994,51.48990894,RLY
Woolwich Dockyard Rail Station,9100WOLWCDY,542740,178910,0.054642031,51.49112706,RLY
Worcester Park Rail Station,9100WRCSTRP,522220,166150,-0.245167232,51.38125256,RLY
Worplesdon Rail Station,9100WRPLSDN,498938,155385,-0.582578132,51.28901745,RLY
Wraysbury Rail Station,9100WRYSBRY,501400,174200,-0.541921824,51.45770837,RLY
Yalding Rail Station,9100YALDING,568526,150241,0.412164184,51.22648369,RLY
